DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20070912,2007-09-12,4,Wednesday,12,255,37,September,9,3,2007,2,1,2008,1
20070913,2007-09-13,5,Thursday,13,256,37,September,9,3,2007,2,1,2008,1
20070914,2007-09-14,6,Friday,14,257,37,September,9,3,2007,2,1,2008,1
20070915,2007-09-15,7,Saturday,15,258,37,September,9,3,2007,2,1,2008,1
20070916,2007-09-16,1,Sunday,16,259,38,September,9,3,2007,2,1,2008,1
20070917,2007-09-17,2,Monday,17,260,38,September,9,3,2007,2,1,2008,1
20070918,2007-09-18,3,Tuesday,18,261,38,September,9,3,2007,2,1,2008,1
20070919,2007-09-19,4,Wednesday,19,262,38,September,9,3,2007,2,1,2008,1
20070920,2007-09-20,5,Thursday,20,263,38,September,9,3,2007,2,1,2008,1
20070921,2007-09-21,6,Friday,21,264,38,September,9,3,2007,2,1,2008,1
20070922,2007-09-22,7,Saturday,22,265,38,September,9,3,2007,2,1,2008,1
20070923,2007-09-23,1,Sunday,23,266,39,September,9,3,2007,2,1,2008,1
20070924,2007-09-24,2,Monday,24,267,39,September,9,3,2007,2,1,2008,1
20070925,2007-09-25,3,Tuesday,25,268,39,September,9,3,2007,2,1,2008,1
20070926,2007-09-26,4,Wednesday,26,269,39,September,9,3,2007,2,1,2008,1
20070927,2007-09-27,5,Thursday,27,270,39,September,9,3,2007,2,1,2008,1
20070928,2007-09-28,6,Friday,28,271,39,September,9,3,2007,2,1,2008,1
20070929,2007-09-29,7,Saturday,29,272,39,September,9,3,2007,2,1,2008,1
20070930,2007-09-30,1,Sunday,30,273,40,September,9,3,2007,2,1,2008,1
20071001,2007-10-01,2,Monday,1,274,40,October,10,4,2007,2,2,2008,1
20071002,2007-10-02,3,Tuesday,2,275,40,October,10,4,2007,2,2,2008,1
20071003,2007-10-03,4,Wednesday,3,276,40,October,10,4,2007,2,2,2008,1
20071004,2007-10-04,5,Thursday,4,277,40,October,10,4,2007,2,2,2008,1
20071005,2007-10-05,6,Friday,5,278,40,October,10,4,2007,2,2,2008,1
20071006,2007-10-06,7,Saturday,6,279,40,October,10,4,2007,2,2,2008,1
20071007,2007-10-07,1,Sunday,7,280,41,October,10,4,2007,2,2,2008,1
20071008,2007-10-08,2,Monday,8,281,41,October,10,4,2007,2,2,2008,1
20071009,2007-10-09,3,Tuesday,9,282,41,October,10,4,2007,2,2,2008,1
20071010,2007-10-10,4,Wednesday,10,283,41,October,10,4,2007,2,2,2008,1
20071011,2007-10-11,5,Thursday,11,284,41,October,10,4,2007,2,2,2008,1
20071012,2007-10-12,6,Friday,12,285,41,October,10,4,2007,2,2,2008,1
20071013,2007-10-13,7,Saturday,13,286,41,October,10,4,2007,2,2,2008,1
20071014,2007-10-14,1,Sunday,14,287,42,October,10,4,2007,2,2,2008,1
20071015,2007-10-15,2,Monday,15,288,42,October,10,4,2007,2,2,2008,1
20071016,2007-10-16,3,Tuesday,16,289,42,October,10,4,2007,2,2,2008,1
20071017,2007-10-17,4,Wednesday,17,290,42,October,10,4,2007,2,2,2008,1
20071018,2007-10-18,5,Thursday,18,291,42,October,10,4,2007,2,2,2008,1
20071019,2007-10-19,6,Friday,19,292,42,October,10,4,2007,2,2,2008,1
20071020,2007-10-20,7,Saturday,20,293,42,October,10,4,2007,2,2,2008,1
20071021,2007-10-21,1,Sunday,21,294,43,October,10,4,2007,2,2,2008,1
20071022,2007-10-22,2,Monday,22,295,43,October,10,4,2007,2,2,2008,1
20071023,2007-10-23,3,Tuesday,23,296,43,October,10,4,2007,2,2,2008,1
20071024,2007-10-24,4,Wednesday,24,297,43,October,10,4,2007,2,2,2008,1
20071025,2007-10-25,5,Thursday,25,298,43,October,10,4,2007,2,2,2008,1
20071026,2007-10-26,6,Friday,26,299,43,October,10,4,2007,2,2,2008,1
20071027,2007-10-27,7,Saturday,27,300,43,October,10,4,2007,2,2,2008,1
20071028,2007-10-28,1,Sunday,28,301,44,October,10,4,2007,2,2,2008,1
20071029,2007-10-29,2,Monday,29,302,44,October,10,4,2007,2,2,2008,1
20071030,2007-10-30,3,Tuesday,30,303,44,October,10,4,2007,2,2,2008,1
20071031,2007-10-31,4,Wednesday,31,304,44,October,10,4,2007,2,2,2008,1
20071101,2007-11-01,5,Thursday,1,305,44,November,11,4,2007,2,2,2008,1
20071102,2007-11-02,6,Friday,2,306,44,November,11,4,2007,2,2,2008,1
20071103,2007-11-03,7,Saturday,3,307,44,November,11,4,2007,2,2,2008,1
20071104,2007-11-04,1,Sunday,4,308,45,November,11,4,2007,2,2,2008,1
20071105,2007-11-05,2,Monday,5,309,45,November,11,4,2007,2,2,2008,1
20071106,2007-11-06,3,Tuesday,6,310,45,November,11,4,2007,2,2,2008,1
20071107,2007-11-07,4,Wednesday,7,311,45,November,11,4,2007,2,2,2008,1
20071108,2007-11-08,5,Thursday,8,312,45,November,11,4,2007,2,2,2008,1
20071109,2007-11-09,6,Friday,9,313,45,November,11,4,2007,2,2,2008,1
20071110,2007-11-10,7,Saturday,10,314,45,November,11,4,2007,2,2,2008,1
20071111,2007-11-11,1,Sunday,11,315,46,November,11,4,2007,2,2,2008,1
20071112,2007-11-12,2,Monday,12,316,46,November,11,4,2007,2,2,2008,1
20071113,2007-11-13,3,Tuesday,13,317,46,November,11,4,2007,2,2,2008,1
20071114,2007-11-14,4,Wednesday,14,318,46,November,11,4,2007,2,2,2008,1
20071115,2007-11-15,5,Thursday,15,319,46,November,11,4,2007,2,2,2008,1
20071116,2007-11-16,6,Friday,16,320,46,November,11,4,2007,2,2,2008,1
20071117,2007-11-17,7,Saturday,17,321,46,November,11,4,2007,2,2,2008,1
20071118,2007-11-18,1,Sunday,18,322,47,November,11,4,2007,2,2,2008,1
20071119,2007-11-19,2,Monday,19,323,47,November,11,4,2007,2,2,2008,1
20071120,2007-11-20,3,Tuesday,20,324,47,November,11,4,2007,2,2,2008,1
20071121,2007-11-21,4,Wednesday,21,325,47,November,11,4,2007,2,2,2008,1
20071122,2007-11-22,5,Thursday,22,326,47,November,11,4,2007,2,2,2008,1
20071123,2007-11-23,6,Friday,23,327,47,November,11,4,2007,2,2,2008,1
20071124,2007-11-24,7,Saturday,24,328,47,November,11,4,2007,2,2,2008,1
20071125,2007-11-25,1,Sunday,25,329,48,November,11,4,2007,2,2,2008,1
20071126,2007-11-26,2,Monday,26,330,48,November,11,4,2007,2,2,2008,1
20071127,2007-11-27,3,Tuesday,27,331,48,November,11,4,2007,2,2,2008,1
20071128,2007-11-28,4,Wednesday,28,332,48,November,11,4,2007,2,2,2008,1
20071129,2007-11-29,5,Thursday,29,333,48,November,11,4,2007,2,2,2008,1
20071130,2007-11-30,6,Friday,30,334,48,November,11,4,2007,2,2,2008,1
20071201,2007-12-01,7,Saturday,1,335,48,December,12,4,2007,2,2,2008,1
20071202,2007-12-02,1,Sunday,2,336,49,December,12,4,2007,2,2,2008,1
20071203,2007-12-03,2,Monday,3,337,49,December,12,4,2007,2,2,2008,1
20071204,2007-12-04,3,Tuesday,4,338,49,December,12,4,2007,2,2,2008,1
20071205,2007-12-05,4,Wednesday,5,339,49,December,12,4,2007,2,2,2008,1
20071206,2007-12-06,5,Thursday,6,340,49,December,12,4,2007,2,2,2008,1
20071207,2007-12-07,6,Friday,7,341,49,December,12,4,2007,2,2,2008,1
20071208,2007-12-08,7,Saturday,8,342,49,December,12,4,2007,2,2,2008,1
20071209,2007-12-09,1,Sunday,9,343,50,December,12,4,2007,2,2,2008,1
20071210,2007-12-10,2,Monday,10,344,50,December,12,4,2007,2,2,2008,1
20071211,2007-12-11,3,Tuesday,11,345,50,December,12,4,2007,2,2,2008,1
20071212,2007-12-12,4,Wednesday,12,346,50,December,12,4,2007,2,2,2008,1
20071213,2007-12-13,5,Thursday,13,347,50,December,12,4,2007,2,2,2008,1
20071214,2007-12-14,6,Friday,14,348,50,December,12,4,2007,2,2,2008,1
20071215,2007-12-15,7,Saturday,15,349,50,December,12,4,2007,2,2,2008,1
20071216,2007-12-16,1,Sunday,16,350,51,December,12,4,2007,2,2,2008,1
20071217,2007-12-17,2,Monday,17,351,51,December,12,4,2007,2,2,2008,1
20071218,2007-12-18,3,Tuesday,18,352,51,December,12,4,2007,2,2,2008,1
20071219,2007-12-19,4,Wednesday,19,353,51,December,12,4,2007,2,2,2008,1
20071220,2007-12-20,5,Thursday,20,354,51,December,12,4,2007,2,2,2008,1
20071221,2007-12-21,6,Friday,21,355,51,December,12,4,2007,2,2,2008,1
20071222,2007-12-22,7,Saturday,22,356,51,December,12,4,2007,2,2,2008,1
20071223,2007-12-23,1,Sunday,23,357,52,December,12,4,2007,2,2,2008,1
20071224,2007-12-24,2,Monday,24,358,52,December,12,4,2007,2,2,2008,1
20071225,2007-12-25,3,Tuesday,25,359,52,December,12,4,2007,2,2,2008,1
20071226,2007-12-26,4,Wednesday,26,360,52,December,12,4,2007,2,2,2008,1
20071227,2007-12-27,5,Thursday,27,361,52,December,12,4,2007,2,2,2008,1
20071228,2007-12-28,6,Friday,28,362,52,December,12,4,2007,2,2,2008,1
20071229,2007-12-29,7,Saturday,29,363,52,December,12,4,2007,2,2,2008,1
20071230,2007-12-30,1,Sunday,30,364,53,December,12,4,2007,2,2,2008,1
20071231,2007-12-31,2,Monday,31,365,53,December,12,4,2007,2,2,2008,1
20080101,2008-01-01,3,Tuesday,1,1,1,January,1,1,2008,1,3,2008,2
20080102,2008-01-02,4,Wednesday,2,2,1,January,1,1,2008,1,3,2008,2
20080103,2008-01-03,5,Thursday,3,3,1,January,1,1,2008,1,3,2008,2
20080104,2008-01-04,6,Friday,4,4,1,January,1,1,2008,1,3,2008,2
20080105,2008-01-05,7,Saturday,5,5,1,January,1,1,2008,1,3,2008,2
20080106,2008-01-06,1,Sunday,6,6,2,January,1,1,2008,1,3,2008,2
20080107,2008-01-07,2,Monday,7,7,2,January,1,1,2008,1,3,2008,2
20080108,2008-01-08,3,Tuesday,8,8,2,January,1,1,2008,1,3,2008,2
20080109,2008-01-09,4,Wednesday,9,9,2,January,1,1,2008,1,3,2008,2
20080110,2008-01-10,5,Thursday,10,10,2,January,1,1,2008,1,3,2008,2
20080111,2008-01-11,6,Friday,11,11,2,January,1,1,2008,1,3,2008,2
20080112,2008-01-12,7,Saturday,12,12,2,January,1,1,2008,1,3,2008,2
20080113,2008-01-13,1,Sunday,13,13,3,January,1,1,2008,1,3,2008,2
20080114,2008-01-14,2,Monday,14,14,3,January,1,1,2008,1,3,2008,2
20080115,2008-01-15,3,Tuesday,15,15,3,January,1,1,2008,1,3,2008,2
20080116,2008-01-16,4,Wednesday,16,16,3,January,1,1,2008,1,3,2008,2
20080117,2008-01-17,5,Thursday,17,17,3,January,1,1,2008,1,3,2008,2
20080118,2008-01-18,6,Friday,18,18,3,January,1,1,2008,1,3,2008,2
20080119,2008-01-19,7,Saturday,19,19,3,January,1,1,2008,1,3,2008,2
20080120,2008-01-20,1,Sunday,20,20,4,January,1,1,2008,1,3,2008,2
20080121,2008-01-21,2,Monday,21,21,4,January,1,1,2008,1,3,2008,2
20080122,2008-01-22,3,Tuesday,22,22,4,January,1,1,2008,1,3,2008,2
20080123,2008-01-23,4,Wednesday,23,23,4,January,1,1,2008,1,3,2008,2
20080124,2008-01-24,5,Thursday,24,24,4,January,1,1,2008,1,3,2008,2
20080125,2008-01-25,6,Friday,25,25,4,January,1,1,2008,1,3,2008,2
20080126,2008-01-26,7,Saturday,26,26,4,January,1,1,2008,1,3,2008,2
20080127,2008-01-27,1,Sunday,27,27,5,January,1,1,2008,1,3,2008,2
20080128,2008-01-28,2,Monday,28,28,5,January,1,1,2008,1,3,2008,2
20080129,2008-01-29,3,Tuesday,29,29,5,January,1,1,2008,1,3,2008,2
20080130,2008-01-30,4,Wednesday,30,30,5,January,1,1,2008,1,3,2008,2
20080131,2008-01-31,5,Thursday,31,31,5,January,1,1,2008,1,3,2008,2
20080201,2008-02-01,6,Friday,1,32,5,February,2,1,2008,1,3,2008,2
20080202,2008-02-02,7,Saturday,2,33,5,February,2,1,2008,1,3,2008,2
20080203,2008-02-03,1,Sunday,3,34,6,February,2,1,2008,1,3,2008,2
20080204,2008-02-04,2,Monday,4,35,6,February,2,1,2008,1,3,2008,2
20080205,2008-02-05,3,Tuesday,5,36,6,February,2,1,2008,1,3,2008,2
20080206,2008-02-06,4,Wednesday,6,37,6,February,2,1,2008,1,3,2008,2
20080207,2008-02-07,5,Thursday,7,38,6,February,2,1,2008,1,3,2008,2
20080208,2008-02-08,6,Friday,8,39,6,February,2,1,2008,1,3,2008,2
20080209,2008-02-09,7,Saturday,9,40,6,February,2,1,2008,1,3,2008,2
20080210,2008-02-10,1,Sunday,10,41,7,February,2,1,2008,1,3,2008,2
20080211,2008-02-11,2,Monday,11,42,7,February,2,1,2008,1,3,2008,2
20080212,2008-02-12,3,Tuesday,12,43,7,February,2,1,2008,1,3,2008,2
20080213,2008-02-13,4,Wednesday,13,44,7,February,2,1,2008,1,3,2008,2
20080214,2008-02-14,5,Thursday,14,45,7,February,2,1,2008,1,3,2008,2
20080215,2008-02-15,6,Friday,15,46,7,February,2,1,2008,1,3,2008,2
20080216,2008-02-16,7,Saturday,16,47,7,February,2,1,2008,1,3,2008,2
20080217,2008-02-17,1,Sunday,17,48,8,February,2,1,2008,1,3,2008,2
20080218,2008-02-18,2,Monday,18,49,8,February,2,1,2008,1,3,2008,2
20080219,2008-02-19,3,Tuesday,19,50,8,February,2,1,2008,1,3,2008,2
20080220,2008-02-20,4,Wednesday,20,51,8,February,2,1,2008,1,3,2008,2
20080221,2008-02-21,5,Thursday,21,52,8,February,2,1,2008,1,3,2008,2
20080222,2008-02-22,6,Friday,22,53,8,February,2,1,2008,1,3,2008,2
20080223,2008-02-23,7,Saturday,23,54,8,February,2,1,2008,1,3,2008,2
20080224,2008-02-24,1,Sunday,24,55,9,February,2,1,2008,1,3,2008,2
20080225,2008-02-25,2,Monday,25,56,9,February,2,1,2008,1,3,2008,2
20080226,2008-02-26,3,Tuesday,26,57,9,February,2,1,2008,1,3,2008,2
20080227,2008-02-27,4,Wednesday,27,58,9,February,2,1,2008,1,3,2008,2
20080228,2008-02-28,5,Thursday,28,59,9,February,2,1,2008,1,3,2008,2
20080229,2008-02-29,6,Friday,29,60,9,February,2,1,2008,1,3,2008,2
20080301,2008-03-01,7,Saturday,1,61,9,March,3,1,2008,1,3,2008,2
20080302,2008-03-02,1,Sunday,2,62,10,March,3,1,2008,1,3,2008,2
20080303,2008-03-03,2,Monday,3,63,10,March,3,1,2008,1,3,2008,2
20080304,2008-03-04,3,Tuesday,4,64,10,March,3,1,2008,1,3,2008,2
20080305,2008-03-05,4,Wednesday,5,65,10,March,3,1,2008,1,3,2008,2
20080306,2008-03-06,5,Thursday,6,66,10,March,3,1,2008,1,3,2008,2
20080307,2008-03-07,6,Friday,7,67,10,March,3,1,2008,1,3,2008,2
20080308,2008-03-08,7,Saturday,8,68,10,March,3,1,2008,1,3,2008,2
20080309,2008-03-09,1,Sunday,9,69,11,March,3,1,2008,1,3,2008,2
20080310,2008-03-10,2,Monday,10,70,11,March,3,1,2008,1,3,2008,2
20080311,2008-03-11,3,Tuesday,11,71,11,March,3,1,2008,1,3,2008,2
20080312,2008-03-12,4,Wednesday,12,72,11,March,3,1,2008,1,3,2008,2
20080313,2008-03-13,5,Thursday,13,73,11,March,3,1,2008,1,3,2008,2
20080314,2008-03-14,6,Friday,14,74,11,March,3,1,2008,1,3,2008,2
20080315,2008-03-15,7,Saturday,15,75,11,March,3,1,2008,1,3,2008,2
20080316,2008-03-16,1,Sunday,16,76,12,March,3,1,2008,1,3,2008,2
20080317,2008-03-17,2,Monday,17,77,12,March,3,1,2008,1,3,2008,2
20080318,2008-03-18,3,Tuesday,18,78,12,March,3,1,2008,1,3,2008,2
20080319,2008-03-19,4,Wednesday,19,79,12,March,3,1,2008,1,3,2008,2
20080320,2008-03-20,5,Thursday,20,80,12,March,3,1,2008,1,3,2008,2
20080321,2008-03-21,6,Friday,21,81,12,March,3,1,2008,1,3,2008,2
20080322,2008-03-22,7,Saturday,22,82,12,March,3,1,2008,1,3,2008,2
20080323,2008-03-23,1,Sunday,23,83,13,March,3,1,2008,1,3,2008,2
20080324,2008-03-24,2,Monday,24,84,13,March,3,1,2008,1,3,2008,2
20080325,2008-03-25,3,Tuesday,25,85,13,March,3,1,2008,1,3,2008,2
20080326,2008-03-26,4,Wednesday,26,86,13,March,3,1,2008,1,3,2008,2
20080327,2008-03-27,5,Thursday,27,87,13,March,3,1,2008,1,3,2008,2
20080328,2008-03-28,6,Friday,28,88,13,March,3,1,2008,1,3,2008,2
20080329,2008-03-29,7,Saturday,29,89,13,March,3,1,2008,1,3,2008,2
20080330,2008-03-30,1,Sunday,30,90,14,March,3,1,2008,1,3,2008,2
20080331,2008-03-31,2,Monday,31,91,14,March,3,1,2008,1,3,2008,2
20080401,2008-04-01,3,Tuesday,1,92,14,April,4,2,2008,1,4,2008,2
20080402,2008-04-02,4,Wednesday,2,93,14,April,4,2,2008,1,4,2008,2
20080403,2008-04-03,5,Thursday,3,94,14,April,4,2,2008,1,4,2008,2
20080404,2008-04-04,6,Friday,4,95,14,April,4,2,2008,1,4,2008,2
20080405,2008-04-05,7,Saturday,5,96,14,April,4,2,2008,1,4,2008,2
20080406,2008-04-06,1,Sunday,6,97,15,April,4,2,2008,1,4,2008,2
20080407,2008-04-07,2,Monday,7,98,15,April,4,2,2008,1,4,2008,2
20080408,2008-04-08,3,Tuesday,8,99,15,April,4,2,2008,1,4,2008,2
20080409,2008-04-09,4,Wednesday,9,100,15,April,4,2,2008,1,4,2008,2
20080410,2008-04-10,5,Thursday,10,101,15,April,4,2,2008,1,4,2008,2
20080411,2008-04-11,6,Friday,11,102,15,April,4,2,2008,1,4,2008,2
20080412,2008-04-12,7,Saturday,12,103,15,April,4,2,2008,1,4,2008,2
20080413,2008-04-13,1,Sunday,13,104,16,April,4,2,2008,1,4,2008,2
20080414,2008-04-14,2,Monday,14,105,16,April,4,2,2008,1,4,2008,2
20080415,2008-04-15,3,Tuesday,15,106,16,April,4,2,2008,1,4,2008,2
20080416,2008-04-16,4,Wednesday,16,107,16,April,4,2,2008,1,4,2008,2
20080417,2008-04-17,5,Thursday,17,108,16,April,4,2,2008,1,4,2008,2
20080418,2008-04-18,6,Friday,18,109,16,April,4,2,2008,1,4,2008,2
20080419,2008-04-19,7,Saturday,19,110,16,April,4,2,2008,1,4,2008,2
20080420,2008-04-20,1,Sunday,20,111,17,April,4,2,2008,1,4,2008,2
20080421,2008-04-21,2,Monday,21,112,17,April,4,2,2008,1,4,2008,2
20080422,2008-04-22,3,Tuesday,22,113,17,April,4,2,2008,1,4,2008,2
20080423,2008-04-23,4,Wednesday,23,114,17,April,4,2,2008,1,4,2008,2
20080424,2008-04-24,5,Thursday,24,115,17,April,4,2,2008,1,4,2008,2
20080425,2008-04-25,6,Friday,25,116,17,April,4,2,2008,1,4,2008,2
20080426,2008-04-26,7,Saturday,26,117,17,April,4,2,2008,1,4,2008,2
20080427,2008-04-27,1,Sunday,27,118,18,April,4,2,2008,1,4,2008,2
20080428,2008-04-28,2,Monday,28,119,18,April,4,2,2008,1,4,2008,2
20080429,2008-04-29,3,Tuesday,29,120,18,April,4,2,2008,1,4,2008,2
20080430,2008-04-30,4,Wednesday,30,121,18,April,4,2,2008,1,4,2008,2
20080501,2008-05-01,5,Thursday,1,122,18,May,5,2,2008,1,4,2008,2
20080502,2008-05-02,6,Friday,2,123,18,May,5,2,2008,1,4,2008,2
20080503,2008-05-03,7,Saturday,3,124,18,May,5,2,2008,1,4,2008,2
20080504,2008-05-04,1,Sunday,4,125,19,May,5,2,2008,1,4,2008,2
20080505,2008-05-05,2,Monday,5,126,19,May,5,2,2008,1,4,2008,2
20080506,2008-05-06,3,Tuesday,6,127,19,May,5,2,2008,1,4,2008,2
20080507,2008-05-07,4,Wednesday,7,128,19,May,5,2,2008,1,4,2008,2
20080508,2008-05-08,5,Thursday,8,129,19,May,5,2,2008,1,4,2008,2
20080509,2008-05-09,6,Friday,9,130,19,May,5,2,2008,1,4,2008,2
20080510,2008-05-10,7,Saturday,10,131,19,May,5,2,2008,1,4,2008,2
20080511,2008-05-11,1,Sunday,11,132,20,May,5,2,2008,1,4,2008,2
20080512,2008-05-12,2,Monday,12,133,20,May,5,2,2008,1,4,2008,2
20080513,2008-05-13,3,Tuesday,13,134,20,May,5,2,2008,1,4,2008,2
20080514,2008-05-14,4,Wednesday,14,135,20,May,5,2,2008,1,4,2008,2
20080515,2008-05-15,5,Thursday,15,136,20,May,5,2,2008,1,4,2008,2
20080516,2008-05-16,6,Friday,16,137,20,May,5,2,2008,1,4,2008,2
20080517,2008-05-17,7,Saturday,17,138,20,May,5,2,2008,1,4,2008,2
20080518,2008-05-18,1,Sunday,18,139,21,May,5,2,2008,1,4,2008,2
20080519,2008-05-19,2,Monday,19,140,21,May,5,2,2008,1,4,2008,2
20080520,2008-05-20,3,Tuesday,20,141,21,May,5,2,2008,1,4,2008,2
20080521,2008-05-21,4,Wednesday,21,142,21,May,5,2,2008,1,4,2008,2
20080522,2008-05-22,5,Thursday,22,143,21,May,5,2,2008,1,4,2008,2
20080523,2008-05-23,6,Friday,23,144,21,May,5,2,2008,1,4,2008,2
20080524,2008-05-24,7,Saturday,24,145,21,May,5,2,2008,1,4,2008,2
20080525,2008-05-25,1,Sunday,25,146,22,May,5,2,2008,1,4,2008,2
20080526,2008-05-26,2,Monday,26,147,22,May,5,2,2008,1,4,2008,2
20080527,2008-05-27,3,Tuesday,27,148,22,May,5,2,2008,1,4,2008,2
20080528,2008-05-28,4,Wednesday,28,149,22,May,5,2,2008,1,4,2008,2
20080529,2008-05-29,5,Thursday,29,150,22,May,5,2,2008,1,4,2008,2
20080530,2008-05-30,6,Friday,30,151,22,May,5,2,2008,1,4,2008,2
20080531,2008-05-31,7,Saturday,31,152,22,May,5,2,2008,1,4,2008,2
20080601,2008-06-01,1,Sunday,1,153,23,June,6,2,2008,1,4,2008,2
20080602,2008-06-02,2,Monday,2,154,23,June,6,2,2008,1,4,2008,2
20080603,2008-06-03,3,Tuesday,3,155,23,June,6,2,2008,1,4,2008,2
20080604,2008-06-04,4,Wednesday,4,156,23,June,6,2,2008,1,4,2008,2
20080605,2008-06-05,5,Thursday,5,157,23,June,6,2,2008,1,4,2008,2
20080606,2008-06-06,6,Friday,6,158,23,June,6,2,2008,1,4,2008,2
20080607,2008-06-07,7,Saturday,7,159,23,June,6,2,2008,1,4,2008,2
20080608,2008-06-08,1,Sunday,8,160,24,June,6,2,2008,1,4,2008,2
20080609,2008-06-09,2,Monday,9,161,24,June,6,2,2008,1,4,2008,2
20080610,2008-06-10,3,Tuesday,10,162,24,June,6,2,2008,1,4,2008,2
20080611,2008-06-11,4,Wednesday,11,163,24,June,6,2,2008,1,4,2008,2
20080612,2008-06-12,5,Thursday,12,164,24,June,6,2,2008,1,4,2008,2
20080613,2008-06-13,6,Friday,13,165,24,June,6,2,2008,1,4,2008,2
20080614,2008-06-14,7,Saturday,14,166,24,June,6,2,2008,1,4,2008,2
20080615,2008-06-15,1,Sunday,15,167,25,June,6,2,2008,1,4,2008,2
20080616,2008-06-16,2,Monday,16,168,25,June,6,2,2008,1,4,2008,2
20080617,2008-06-17,3,Tuesday,17,169,25,June,6,2,2008,1,4,2008,2
20080618,2008-06-18,4,Wednesday,18,170,25,June,6,2,2008,1,4,2008,2
20080619,2008-06-19,5,Thursday,19,171,25,June,6,2,2008,1,4,2008,2
20080620,2008-06-20,6,Friday,20,172,25,June,6,2,2008,1,4,2008,2
20080621,2008-06-21,7,Saturday,21,173,25,June,6,2,2008,1,4,2008,2
20080622,2008-06-22,1,Sunday,22,174,26,June,6,2,2008,1,4,2008,2
20080623,2008-06-23,2,Monday,23,175,26,June,6,2,2008,1,4,2008,2
20080624,2008-06-24,3,Tuesday,24,176,26,June,6,2,2008,1,4,2008,2
20080625,2008-06-25,4,Wednesday,25,177,26,June,6,2,2008,1,4,2008,2
20080626,2008-06-26,5,Thursday,26,178,26,June,6,2,2008,1,4,2008,2
20080627,2008-06-27,6,Friday,27,179,26,June,6,2,2008,1,4,2008,2
20080628,2008-06-28,7,Saturday,28,180,26,June,6,2,2008,1,4,2008,2
20080629,2008-06-29,1,Sunday,29,181,27,June,6,2,2008,1,4,2008,2
20080630,2008-06-30,2,Monday,30,182,27,June,6,2,2008,1,4,2008,2
20080701,2008-07-01,3,Tuesday,1,183,27,July,7,3,2008,2,1,2009,1
20080702,2008-07-02,4,Wednesday,2,184,27,July,7,3,2008,2,1,2009,1
20080703,2008-07-03,5,Thursday,3,185,27,July,7,3,2008,2,1,2009,1
20080704,2008-07-04,6,Friday,4,186,27,July,7,3,2008,2,1,2009,1
20080705,2008-07-05,7,Saturday,5,187,27,July,7,3,2008,2,1,2009,1
20080706,2008-07-06,1,Sunday,6,188,28,July,7,3,2008,2,1,2009,1
20080707,2008-07-07,2,Monday,7,189,28,July,7,3,2008,2,1,2009,1
20080708,2008-07-08,3,Tuesday,8,190,28,July,7,3,2008,2,1,2009,1
20080709,2008-07-09,4,Wednesday,9,191,28,July,7,3,2008,2,1,2009,1
20080710,2008-07-10,5,Thursday,10,192,28,July,7,3,2008,2,1,2009,1
20080711,2008-07-11,6,Friday,11,193,28,July,7,3,2008,2,1,2009,1
20080712,2008-07-12,7,Saturday,12,194,28,July,7,3,2008,2,1,2009,1
20080713,2008-07-13,1,Sunday,13,195,29,July,7,3,2008,2,1,2009,1
20080714,2008-07-14,2,Monday,14,196,29,July,7,3,2008,2,1,2009,1
20080715,2008-07-15,3,Tuesday,15,197,29,July,7,3,2008,2,1,2009,1
20080716,2008-07-16,4,Wednesday,16,198,29,July,7,3,2008,2,1,2009,1
20080717,2008-07-17,5,Thursday,17,199,29,July,7,3,2008,2,1,2009,1
20080718,2008-07-18,6,Friday,18,200,29,July,7,3,2008,2,1,2009,1
20080719,2008-07-19,7,Saturday,19,201,29,July,7,3,2008,2,1,2009,1
20080720,2008-07-20,1,Sunday,20,202,30,July,7,3,2008,2,1,2009,1
20080721,2008-07-21,2,Monday,21,203,30,July,7,3,2008,2,1,2009,1
20080722,2008-07-22,3,Tuesday,22,204,30,July,7,3,2008,2,1,2009,1
20080723,2008-07-23,4,Wednesday,23,205,30,July,7,3,2008,2,1,2009,1
20080724,2008-07-24,5,Thursday,24,206,30,July,7,3,2008,2,1,2009,1
20080725,2008-07-25,6,Friday,25,207,30,July,7,3,2008,2,1,2009,1
20080726,2008-07-26,7,Saturday,26,208,30,July,7,3,2008,2,1,2009,1
20080727,2008-07-27,1,Sunday,27,209,31,July,7,3,2008,2,1,2009,1
20080728,2008-07-28,2,Monday,28,210,31,July,7,3,2008,2,1,2009,1
20080729,2008-07-29,3,Tuesday,29,211,31,July,7,3,2008,2,1,2009,1
20080730,2008-07-30,4,Wednesday,30,212,31,July,7,3,2008,2,1,2009,1
20080731,2008-07-31,5,Thursday,31,213,31,July,7,3,2008,2,1,2009,1
20080801,2008-08-01,6,Friday,1,214,31,August,8,3,2008,2,1,2009,1
20080802,2008-08-02,7,Saturday,2,215,31,August,8,3,2008,2,1,2009,1
20080803,2008-08-03,1,Sunday,3,216,32,August,8,3,2008,2,1,2009,1
20080804,2008-08-04,2,Monday,4,217,32,August,8,3,2008,2,1,2009,1
20080805,2008-08-05,3,Tuesday,5,218,32,August,8,3,2008,2,1,2009,1
